time,instance,spotprice,lifetime,os,cpu,memory,disk,reward
1582945653.7293932,c5.18xlarge,1.2208,5.960417871700123,Red Hat Enterprise Linux,72,144.0,3600,1.46496
1582945747.7490559,t3a.medium,0.0728,5.859664238985921,Windows,2,4.0,100,0.08736000000000001
1582945909.6966875,t3a.small,0.0248,0.032338812593617726,Linux/UNIX,2,2.0,100,0.029759999999999998
1582946186.8564055,c5.18xlarge,1.2208,5.910953113862261,Red Hat Enterprise Linux,72,144.0,3600,1.46496
1582946558.0897686,t3a.small,0.0248,0.049498126500317055,Linux/UNIX,2,2.0,100,0.029759999999999998
1582947045.9734268,c5d.4xlarge,0.9784,4.2203196970880485,SUSE Linux,16,32.0,800,1.17408
1582947188.7869549,c5d.xlarge,0.0606,5.802256158822674,Linux/UNIX,4,8.0,200,0.07271999999999999
1582947240.6006646,m5d.16xlarge,1.1181,5.8529062828071154,SUSE Linux,64,256.0,3200,1.34172
1582947701.4224265,t3a.small,0.0248,0.051907714862828504,SUSE Linux,2,2.0,100,0.029759999999999998
1582948727.8761003,m5d.24xlarge,5.9431,6.215605338032584,Windows,96,384.0,4800,7.1317200000000005
1582949427.4545186,t3a.small,0.0248,0.04216654725507967,Linux/UNIX,2,2.0,100,0.029759999999999998
1582949668.451305,c5d.4xlarge,0.9784,4.050471973368036,Linux/UNIX,16,32.0,800,1.17408
1582949976.936324,t3a.small,0.0248,0.04090782713279711,Linux/UNIX,2,2.0,100,0.029759999999999998
1582950064.0522714,c5.2xlarge,0.2521,1.2147075334143067,SUSE Linux,8,16.0,400,0.30251999999999996
1582950951.2716155,t2.large,0.1317,5.877847710742214,Red Hat Enterprise Linux,2,8.0,100,0.15804
1582951445.111453,t3a.small,0.0248,0.049016005365110075,Windows,2,2.0,100,0.029759999999999998
1582951690.0760896,t3a.small,0.0248,0.024064787859535863,Windows,2,2.0,100,0.029759999999999998
1582952015.0775747,c5.2xlarge,0.2522,0.9305329733095029,Linux/UNIX,8,16.0,400,0.30263999999999996
1582952305.1991403,t3a.small,0.0248,0.026316149389558386,Windows,2,2.0,100,0.029759999999999998
1582952311.8686802,t3a.small,0.0248,0.03970737610093351,Windows,2,2.0,100,0.029759999999999998
1582952653.5695071,m5d.2xlarge,0.2573,5.8151600077452015,Red Hat Enterprise Linux,8,32.0,400,0.30876
1582952851.8628683,c5.2xlarge,0.2522,1.0070187172077525,SUSE Linux,8,16.0,400,0.30263999999999996
1582952876.9986613,t3a.nano,0.0616,6.083128535082712,Linux/UNIX,2,0.5,100,0.07392
1582952887.5378191,m5d.2xlarge,0.2573,5.795308017213947,Linux/UNIX,8,32.0,400,0.30876
1582953134.8313885,c5.2xlarge,0.2522,0.5660947053540506,Red Hat Enterprise Linux,8,16.0,400,0.30263999999999996
1582953186.552724,t3a.small,0.0248,0.051127492526344395,Windows,2,2.0,100,0.029759999999999998
1582953765.454445,m5d.24xlarge,5.9431,5.92464478749812,SUSE Linux,96,384.0,4800,7.1317200000000005
1582953866.7804925,t2.large,0.1317,6.307734451517173,Windows,2,8.0,100,0.15804
1582954073.629653,m5d.2xlarge,0.2573,5.787019691160453,Red Hat Enterprise Linux,8,32.0,400,0.30876
1582954189.1464639,t3a.nano,0.0616,5.86666772813306,Windows,2,0.5,100,0.07392
1582954707.23834,m5d.16xlarge,1.1181,5.7168076333192825,Red Hat Enterprise Linux,64,256.0,3200,1.34172
1582954881.8733106,c5d.4xlarge,0.9784,4.074545573006807,Red Hat Enterprise Linux,16,32.0,800,1.17408
1582954939.3357904,t2.large,0.1317,6.458062789033982,Linux/UNIX,2,8.0,100,0.15804
1582955134.2961037,m5d.16xlarge,1.1181,5.897261319813299,SUSE Linux,64,256.0,3200,1.34172
1582955212.1909957,c5.2xlarge,0.2522,0.8029279759982302,SUSE Linux,8,16.0,400,0.30263999999999996
1582955450.4243057,t3.large,0.0559,5.747705120547623,Linux/UNIX,2,8.0,100,0.06708
1582955739.8789017,t3a.small,0.0248,0.021844226617134196,Windows,2,2.0,100,0.029759999999999998
1582955750.1020098,c5d.18xlarge,1.2208,5.864199140736481,Red Hat Enterprise Linux,72,144.0,3600,1.46496
1582955901.6461797,c5d.xlarge,0.0606,5.982308472605053,SUSE Linux,4,8.0,200,0.07271999999999999
1582956054.54435,c5d.xlarge,0.0606,5.726123962907636,Red Hat Enterprise Linux,4,8.0,200,0.07271999999999999
1582956219.3534842,t3a.small,0.0248,0.04022037995998416,Red Hat Enterprise Linux,2,2.0,100,0.029759999999999998
1582956255.9611306,t3a.small,0.0248,0.03159312254420029,SUSE Linux,2,2.0,100,0.029759999999999998
1582956320.3081403,t3a.small,0.0248,0.030862355465660903,Windows,2,2.0,100,0.029759999999999998
1582956586.0256276,c5.2xlarge,0.2522,0.9802415995770374,SUSE Linux,8,16.0,400,0.30263999999999996
1582956748.684885,c5.2xlarge,0.2522,0.5465610509731268,SUSE Linux,8,16.0,400,0.30263999999999996
1582956875.9636204,m5d.24xlarge,5.9431,6.0833815337707176,Windows,96,384.0,4800,7.1317200000000005
1582957363.466795,t3a.small,0.0248,0.02576158259279387,Windows,2,2.0,100,0.029759999999999998
1582957889.4637654,m5d.16xlarge,1.1181,5.853973156812464,SUSE Linux,64,256.0,3200,1.34172
1582958285.237584,c5.2xlarge,0.2522,0.8454064787254301,Red Hat Enterprise Linux,8,16.0,400,0.30263999999999996
1582958458.9987915,m5d.24xlarge,5.9431,5.890965466214552,Windows,96,384.0,4800,7.1317200000000005
1582958672.98551,t3a.small,0.0248,0.024784124224945955,SUSE Linux,2,2.0,100,0.029759999999999998
1582959122.0372782,c5.2xlarge,0.2522,1.1328213577420292,SUSE Linux,8,16.0,400,0.30263999999999996
1582959450.9336,t3a.small,0.0248,0.04558086081059148,Windows,2,2.0,100,0.029759999999999998
1582959870.7303784,m5d.24xlarge,5.9431,5.767267169815944,Red Hat Enterprise Linux,96,384.0,4800,7.1317200000000005
1582960074.400496,c5d.18xlarge,1.2208,5.7904126569643966,SUSE Linux,72,144.0,3600,1.46496
1582960329.8437316,t3a.small,0.0248,0.04716829012892091,Windows,2,2.0,100,0.029759999999999998
1582960418.5112307,t3a.small,0.0248,0.027784954909968972,SUSE Linux,2,2.0,100,0.029759999999999998
1582960431.6466298,t2.large,0.1317,5.766452848215372,Red Hat Enterprise Linux,2,8.0,100,0.15804
1582960456.3574815,c5.2xlarge,0.4892,0.6714641830919313,SUSE Linux,8,16.0,400,0.58704
1582960886.0306246,m5d.large,0.0918,5.846006583604114,Linux/UNIX,2,8.0,100,0.11016000000000001
1582961299.801891,t3a.small,0.0248,0.0367799174760665,SUSE Linux,2,2.0,100,0.029759999999999998
1582961513.7213686,c5.2xlarge,0.4892,0.5667076608649307,Linux/UNIX,8,16.0,400,0.58704
1582961602.4925592,c5d.18xlarge,1.2208,5.7222624484547575,Red Hat Enterprise Linux,72,144.0,3600,1.46496
1582962548.0601773,t3a.small,0.0248,0.026292997787566042,Windows,2,2.0,100,0.029759999999999998
1582963006.5332499,m5d.8xlarge,1.981,5.734961337324818,Red Hat Enterprise Linux,32,128.0,1600,2.3772
1582963387.040713,m5d.24xlarge,5.9431,5.85335118066889,Red Hat Enterprise Linux,96,384.0,4800,7.1317200000000005
1582963502.410359,t3a.small,0.0248,0.0218420288208662,SUSE Linux,2,2.0,100,0.029759999999999998
1582963852.8584573,m5d.2xlarge,0.2573,5.811666805061848,Linux/UNIX,8,32.0,400,0.30876
1582964128.692155,c5.18xlarge,1.2208,6.09718299031875,Linux/UNIX,72,144.0,3600,1.46496
1582964131.3811495,c5d.18xlarge,1.2208,6.065937155894746,Linux/UNIX,72,144.0,3600,1.46496
1582964397.1046987,c5.2xlarge,0.4892,0.6931049396901019,SUSE Linux,8,16.0,400,0.58704
1582964690.434207,t3a.nano,0.0616,5.957782656934368,Windows,2,0.5,100,0.07392
1582964806.4237747,c5.2xlarge,0.4892,0.7152540834496685,Red Hat Enterprise Linux,8,16.0,400,0.58704
1582965142.358746,m5d.24xlarge,5.9431,5.770295156064197,Red Hat Enterprise Linux,96,384.0,4800,7.1317200000000005
1582965410.570284,c5.2xlarge,0.4892,0.7703928633763856,SUSE Linux,8,16.0,400,0.58704
1582965457.9096038,m5d.24xlarge,5.9431,6.08925835654965,Red Hat Enterprise Linux,96,384.0,4800,7.1317200000000005
1582966471.1328769,m5d.large,0.0918,5.825156750081889,Red Hat Enterprise Linux,2,8.0,100,0.11016000000000001
1582966734.0457222,t3a.small,0.0248,0.05106111613797706,Linux/UNIX,2,2.0,100,0.029759999999999998
1582967335.1286347,t3a.nano,0.0616,5.795972842419063,Linux/UNIX,2,0.5,100,0.07392
1582968210.5977113,c5d.4xlarge,0.9784,4.108979315206373,Red Hat Enterprise Linux,16,32.0,800,1.17408
1582968385.5687013,c5.metal,1.5844,5.7364894008645155,Linux/UNIX,96,192.0,4800,1.9012799999999999
1582968593.8033848,m5d.16xlarge,1.1181,5.740308857905189,Red Hat Enterprise Linux,64,256.0,3200,1.34172
1582968692.314596,c5.18xlarge,1.2208,5.728417257186666,SUSE Linux,72,144.0,3600,1.46496
1582969344.2687707,c5d.18xlarge,1.2208,5.917220590206053,SUSE Linux,72,144.0,3600,1.46496
1582969531.7159128,c5.18xlarge,1.2208,6.132405505054949,Linux/UNIX,72,144.0,3600,1.46496
1582969590.9768736,t3a.medium,0.0728,5.90932344369173,Linux/UNIX,2,4.0,100,0.08736000000000001
1582969693.7901554,c5.2xlarge,0.4892,0.5145012443120562,SUSE Linux,8,16.0,400,0.58704
1582969974.016206,t2.large,0.1317,5.798158512928919,Red Hat Enterprise Linux,2,8.0,100,0.15804
1582970006.6630836,c5.18xlarge,1.2208,5.7804120748997345,SUSE Linux,72,144.0,3600,1.46496
1582970071.6402087,c5d.4xlarge,0.9784,4.064481970926158,SUSE Linux,16,32.0,800,1.17408
1582971062.9183855,m5d.16xlarge,1.1181,6.796086205243949,Red Hat Enterprise Linux,64,256.0,3200,1.34172
1582971974.617869,t3a.small,0.0064,0.022784797035493198,SUSE Linux,2,2.0,100,0.00768
1582972289.633131,c5.2xlarge,0.4892,0.8432582930156438,Red Hat Enterprise Linux,8,16.0,400,0.58704
1582972473.5765393,m5d.8xlarge,1.981,6.058341688910626,Linux/UNIX,32,128.0,1600,2.3772
1582972600.0029547,c5.2xlarge,0.4892,0.7276440411581507,Red Hat Enterprise Linux,8,16.0,400,0.58704
1582972833.9089346,c5d.xlarge,0.2446,5.807069254725288,Linux/UNIX,4,8.0,200,0.29352
1582972893.884831,c5.2xlarge,0.4892,0.9818693772106539,SUSE Linux,8,16.0,400,0.58704
1582972959.7359698,t3a.small,0.0064,0.023611511099368748,SUSE Linux,2,2.0,100,0.00768
1582973871.1469111,c5.2xlarge,0.4892,0.7788694406888643,Linux/UNIX,8,16.0,400,0.58704
1582973997.3759575,c5.metal,1.5844,5.8597220418068865,SUSE Linux,96,192.0,4800,1.9012799999999999
1582974483.837554,t3.large,0.0559,5.963327860231028,Linux/UNIX,2,8.0,100,0.06708
1582974616.2377703,c5d.xlarge,0.2446,6.169406567882384,Red Hat Enterprise Linux,4,8.0,200,0.29352
1582975092.944388,t3a.medium,0.0728,5.7750992279058995,Linux/UNIX,2,4.0,100,0.08736000000000001
1582975287.1907065,c5.2xlarge,0.4892,0.760952642099928,Red Hat Enterprise Linux,8,16.0,400,0.58704
1582975995.0902495,c5d.xlarge,0.2446,5.864209592361853,SUSE Linux,4,8.0,200,0.29352
1582976198.6256826,c5d.xlarge,0.2446,5.837792525078028,Linux/UNIX,4,8.0,200,0.29352
1582976301.4740505,c5.2xlarge,0.4892,0.7684636686895474,Linux/UNIX,8,16.0,400,0.58704
1582976323.1631868,m5d.8xlarge,1.981,5.71774267790868,Windows,32,128.0,1600,2.3772
1582976631.6061554,c5.2xlarge,0.4892,0.5277765106515769,Linux/UNIX,8,16.0,400,0.58704
1582977996.957929,t3a.small,0.0064,0.05161991333260677,Windows,2,2.0,100,0.00768
1582978456.5078762,t3a.small,0.0064,0.04111133970718014,SUSE Linux,2,2.0,100,0.00768
1582979309.7270725,t3a.medium,0.0728,5.755691253024354,Linux/UNIX,2,4.0,100,0.08736000000000001
1582979329.6602314,c5.metal,1.5844,5.779190159008542,Linux/UNIX,96,192.0,4800,1.9012799999999999
1582979386.4205523,m5d.24xlarge,5.9431,5.8118746364533775,SUSE Linux,96,384.0,4800,7.1317200000000005
1582979823.751029,c5.metal,1.5844,5.725065747407711,Linux/UNIX,96,192.0,4800,1.9012799999999999
1582979921.3004851,c5d.18xlarge,1.2208,5.885914109397252,Red Hat Enterprise Linux,72,144.0,3600,1.46496
1582980392.3903096,c5d.4xlarge,0.9784,4.05510122146838,SUSE Linux,16,32.0,800,1.17408
1582980407.9496565,t3a.nano,0.0616,5.925279254195968,SUSE Linux,2,0.5,100,0.07392
1582980456.8271043,t3a.medium,0.0728,5.819422774921283,Windows,2,4.0,100,0.08736000000000001
1582981356.4331403,t3a.nano,0.0616,5.814900372559366,SUSE Linux,2,0.5,100,0.07392
1582981569.506309,t3a.small,0.0064,0.04075029816698995,SUSE Linux,2,2.0,100,0.00768
1582981620.0765414,c5.2xlarge,0.4892,0.5257048859108925,Linux/UNIX,8,16.0,400,0.58704
1582981948.9042165,t3a.small,0.0064,0.051866923588244886,Windows,2,2.0,100,0.00768
1582981976.470936,t3.large,0.0559,5.889697045290515,Linux/UNIX,2,8.0,100,0.06708
1582982474.6605465,t2.large,0.1317,5.87628406058833,Windows,2,8.0,100,0.15804
1582982632.8317044,t3a.small,0.0064,0.051542866715930225,SUSE Linux,2,2.0,100,0.00768
1582983028.2687979,t3.large,0.0559,5.970101942020984,Windows,2,8.0,100,0.06708
1582983297.9040248,c5.2xlarge,0.4892,1.026825919255588,Linux/UNIX,8,16.0,400,0.58704
1582983550.7776728,t3a.small,0.0064,0.03787461946392846,SUSE Linux,2,2.0,100,0.00768
1582983698.7317836,t3a.small,0.0064,0.028952400293231557,Linux/UNIX,2,2.0,100,0.00768
1582984145.668723,t3a.small,0.0064,0.028242348781227014,SUSE Linux,2,2.0,100,0.00768
1582984451.7473164,m5d.16xlarge,1.1181,5.859569868961701,Windows,64,256.0,3200,1.34172
1582984677.4894586,m5d.8xlarge,1.981,5.949785652570972,SUSE Linux,32,128.0,1600,2.3772
1582985099.7157047,m5d.8xlarge,1.981,5.861817335154521,Windows,32,128.0,1600,2.3772
1582985729.1529326,c5.metal,1.5844,5.821735710315288,Linux/UNIX,96,192.0,4800,1.9012799999999999
1582986238.675913,m5d.8xlarge,1.981,5.898927310327448,Red Hat Enterprise Linux,32,128.0,1600,2.3772
1582986366.5851977,m5d.2xlarge,0.2573,5.803416886771277,SUSE Linux,8,32.0,400,0.30876
1582986399.4472291,c5.metal,1.5844,5.778712055599325,SUSE Linux,96,192.0,4800,1.9012799999999999
1582986515.6841831,t3a.medium,0.0728,5.731708033292897,Linux/UNIX,2,4.0,100,0.08736000000000001
1582986576.5387895,t3a.small,0.0248,0.043310426224154694,Windows,2,2.0,100,0.029759999999999998
1582986694.2340462,m5d.2xlarge,0.2573,5.748061622000977,Red Hat Enterprise Linux,8,32.0,400,0.30876
1582987108.21962,t3a.nano,0.0616,6.275668455438551,SUSE Linux,2,0.5,100,0.07392
1582987183.7127185,m5d.2xlarge,0.2573,5.737254332994896,Red Hat Enterprise Linux,8,32.0,400,0.30876
1582987593.6625848,m5d.24xlarge,5.9431,6.135450864379466,Linux/UNIX,96,384.0,4800,7.1317200000000005
1582987657.547235,t3a.nano,0.0616,5.905124224568958,Windows,2,0.5,100,0.07392
1582987878.5327544,m5d.16xlarge,1.1181,5.855568030506369,Red Hat Enterprise Linux,64,256.0,3200,1.34172
1582988337.183131,c5d.18xlarge,1.2208,5.8758089405822655,SUSE Linux,72,144.0,3600,1.46496
1582988712.5090923,t3a.small,0.0248,0.02587251173686811,Linux/UNIX,2,2.0,100,0.029759999999999998
1582988740.807584,m5d.8xlarge,1.981,5.757503887754561,SUSE Linux,32,128.0,1600,2.3772
1582989169.540424,t3a.small,0.0248,0.03030737140182761,SUSE Linux,2,2.0,100,0.029759999999999998
1582989483.5059965,c5.2xlarge,0.4892,0.6632113106117332,Linux/UNIX,8,16.0,400,0.58704
1582989529.162462,c5.18xlarge,1.2208,5.819748662445371,SUSE Linux,72,144.0,3600,1.46496
1582989796.0989177,c5d.18xlarge,1.2208,5.972648964287733,Linux/UNIX,72,144.0,3600,1.46496
1582989866.887127,c5d.4xlarge,0.9784,4.275148952860469,SUSE Linux,16,32.0,800,1.17408
1582990838.1725287,c5.2xlarge,0.4892,0.7149916670941153,Red Hat Enterprise Linux,8,16.0,400,0.58704
1582990920.9639132,c5d.18xlarge,1.2208,5.733422590135831,Linux/UNIX,72,144.0,3600,1.46496
1582991071.3911674,t3a.small,0.0248,0.03665324087487537,Linux/UNIX,2,2.0,100,0.029759999999999998
1582991125.1970618,t3a.small,0.0248,0.04920612163958729,SUSE Linux,2,2.0,100,0.029759999999999998
1582991326.1410465,c5d.xlarge,0.2446,5.727641542714576,Linux/UNIX,4,8.0,200,0.29352
1582991331.869911,t3a.nano,0.0616,5.728013650954527,SUSE Linux,2,0.5,100,0.07392
1582991534.5119684,m5d.8xlarge,1.981,5.8311485403531895,Red Hat Enterprise Linux,32,128.0,1600,2.3772
1582991586.109698,t3a.small,0.0248,0.03833486858828041,Windows,2,2.0,100,0.029759999999999998
1582993253.1178322,m5d.large,0.0918,6.0560658765530295,Linux/UNIX,2,8.0,100,0.11016000000000001
1582993272.9753115,t3a.small,0.0248,0.03812787544054201,Windows,2,2.0,100,0.029759999999999998
1582993604.5476842,t3a.small,0.0248,0.03999458381406081,SUSE Linux,2,2.0,100,0.029759999999999998
1582993665.5649343,m5d.2xlarge,0.2573,6.050395055695246,SUSE Linux,8,32.0,400,0.30876
1582993845.1318927,c5.2xlarge,0.4892,0.6300047890005153,Red Hat Enterprise Linux,8,16.0,400,0.58704
1582993981.6933582,m5d.2xlarge,0.2573,5.784864401891056,Linux/UNIX,8,32.0,400,0.30876
1582994408.4992685,t3a.small,0.0248,0.029405303564361007,Windows,2,2.0,100,0.029759999999999998
1582994583.514988,t3a.small,0.0248,0.032296941193560705,Linux/UNIX,2,2.0,100,0.029759999999999998
1582994899.2602584,t3a.small,0.0248,0.026972806780256025,Linux/UNIX,2,2.0,100,0.029759999999999998
1582995003.2401547,c5.2xlarge,0.4892,1.0254432624365222,Linux/UNIX,8,16.0,400,0.58704
1582995842.6895163,m5d.16xlarge,1.1181,5.991447402068107,Windows,64,256.0,3200,1.34172
1582997100.7048595,t2.large,0.1317,5.786509428862901,Windows,2,8.0,100,0.15804
1582997346.2786953,t3a.small,0.0248,0.022645386314269024,Windows,2,2.0,100,0.029759999999999998
1582997991.5062263,t2.large,0.1317,5.862952728040127,Windows,2,8.0,100,0.15804
1582998025.3383365,c5.18xlarge,1.2208,5.9901630757580335,SUSE Linux,72,144.0,3600,1.46496
1582998352.7966108,t3a.small,0.0248,0.03879622785974348,Windows,2,2.0,100,0.029759999999999998
1582998424.4758186,t3a.small,0.0248,0.04358585639508129,Windows,2,2.0,100,0.029759999999999998
1582998874.2390525,t3a.small,0.0248,0.048565942288879976,Windows,2,2.0,100,0.029759999999999998
1582999157.5360641,t3a.small,0.0248,0.02599546306710809,Linux/UNIX,2,2.0,100,0.029759999999999998
1583000051.0734968,c5d.18xlarge,1.2208,5.7365673824751475,Red Hat Enterprise Linux,72,144.0,3600,1.46496
1583000140.7974162,t3a.small,0.0248,0.034798144111408205,Windows,2,2.0,100,0.029759999999999998
1583000861.68884,t3a.small,0.0248,0.03712222572902198,Linux/UNIX,2,2.0,100,0.029759999999999998
1583001134.9770577,t2.large,0.1317,5.760698192162196,Linux/UNIX,2,8.0,100,0.15804
1583001507.5270143,c5d.xlarge,0.0606,5.758358059941797,Red Hat Enterprise Linux,4,8.0,200,0.07271999999999999
1583001723.856474,t3a.small,0.0248,0.03275641131351994,SUSE Linux,2,2.0,100,0.029759999999999998
1583001812.5030823,c5.2xlarge,0.4892,0.5006884671825229,Red Hat Enterprise Linux,8,16.0,400,0.58704
1583001824.8758478,m5d.16xlarge,1.1181,5.799134064753257,Linux/UNIX,64,256.0,3200,1.34172
1583002371.1800323,t3.large,0.0559,5.740034420243929,Windows,2,8.0,100,0.06708
1583002468.5913854,t3a.small,0.0248,0.023852220775182974,Linux/UNIX,2,2.0,100,0.029759999999999998
1583002494.263034,m5d.8xlarge,1.981,5.960344282198506,SUSE Linux,32,128.0,1600,2.3772
1583003079.874107,t3a.small,0.0248,0.029217242229952936,SUSE Linux,2,2.0,100,0.029759999999999998
1583003547.6525238,t3a.small,0.0248,0.03831435911001814,Windows,2,2.0,100,0.029759999999999998
1583003785.3743675,c5.2xlarge,0.2521,0.6874052525081987,Red Hat Enterprise Linux,8,16.0,400,0.30251999999999996
1583004091.1274674,m5d.16xlarge,1.1181,5.783285328340126,Linux/UNIX,64,256.0,3200,1.34172
1583004096.6550145,t3a.small,0.0248,0.04639756868711367,SUSE Linux,2,2.0,100,0.029759999999999998
1583004394.8528004,c5.metal,1.5844,6.002213529269556,Red Hat Enterprise Linux,96,192.0,4800,1.9012799999999999
1583005621.668505,t3a.medium,0.0728,6.073823533930574,Windows,2,4.0,100,0.08736000000000001
1583006058.6007352,c5.18xlarge,1.2208,5.897788296087809,Red Hat Enterprise Linux,72,144.0,3600,1.46496
1583006317.5700886,t3a.small,0.0248,0.022845636647774826,Windows,2,2.0,100,0.029759999999999998
1583006431.0622833,t3a.small,0.0248,0.0515029900191225,SUSE Linux,2,2.0,100,0.029759999999999998
1583007675.0568748,c5d.4xlarge,0.9784,4.409685767659981,Linux/UNIX,16,32.0,800,1.17408
1583009750.331663,t3a.small,0.0248,0.03861270990118703,Windows,2,2.0,100,0.029759999999999998
1583010441.696743,m5d.8xlarge,1.981,5.727340596945096,Red Hat Enterprise Linux,32,128.0,1600,2.3772
1583010743.7948654,c5.metal,1.5844,5.752491220068283,Red Hat Enterprise Linux,96,192.0,4800,1.9012799999999999
1583012294.7241068,t3a.medium,0.0728,5.922935253639023,SUSE Linux,2,4.0,100,0.08736000000000001
1583014511.6283016,c5.2xlarge,0.2521,0.5331965966099396,Red Hat Enterprise Linux,8,16.0,400,0.30251999999999996
1583014891.9636183,c5d.4xlarge,0.9784,4.134903823066138,Red Hat Enterprise Linux,16,32.0,800,1.17408
1583015342.2560182,t3a.small,0.0248,0.04656760906203637,Linux/UNIX,2,2.0,100,0.029759999999999998
1583015501.7806923,c5d.4xlarge,0.9784,4.12175858707239,SUSE Linux,16,32.0,800,1.17408
1583016935.433522,m5d.8xlarge,1.981,5.730313410263585,Linux/UNIX,32,128.0,1600,2.3772
1583020817.9152336,m5d.2xlarge,0.4953,5.783625664034633,Red Hat Enterprise Linux,8,32.0,400,0.59436
1583021048.3624544,c5.2xlarge,0.2521,0.7853131927515524,Linux/UNIX,8,16.0,400,0.30251999999999996
1583021528.9805028,c5.metal,1.5844,6.067885217160871,Red Hat Enterprise Linux,96,192.0,4800,1.9012799999999999
1583021567.1053896,m5d.large,0.0918,5.8288471860656506,Linux/UNIX,2,8.0,100,0.11016000000000001
1583021696.6903355,t3a.small,0.0248,0.02716605998473056,Linux/UNIX,2,2.0,100,0.029759999999999998
1583022042.6594589,c5.metal,1.5844,5.944586493625052,SUSE Linux,96,192.0,4800,1.9012799999999999
1583022389.2391057,t3a.nano,0.0616,5.752831102257251,SUSE Linux,2,0.5,100,0.07392
1583022492.4403033,t3a.small,0.0248,0.0315783922567865,Linux/UNIX,2,2.0,100,0.029759999999999998
1583022601.8939154,m5d.2xlarge,0.4953,5.724442974239953,Red Hat Enterprise Linux,8,32.0,400,0.59436
1583022802.2835333,c5d.xlarge,0.0606,5.753514124096989,Red Hat Enterprise Linux,4,8.0,200,0.07271999999999999
1583023290.4810083,c5.2xlarge,0.2521,0.6149514403500846,Linux/UNIX,8,16.0,400,0.30251999999999996
1583023462.4363203,t3a.small,0.0248,0.039905035512611924,Windows,2,2.0,100,0.029759999999999998
1583023556.957871,c5d.18xlarge,1.2208,6.161448986322031,Linux/UNIX,72,144.0,3600,1.46496
1583023599.3519378,m5d.2xlarge,0.4953,5.841165989547497,Red Hat Enterprise Linux,8,32.0,400,0.59436
