time,instance,spotprice,lifetime,os,cpu,memory,disk,reward
1583110716.4730835,c5d.4xlarge,0.2424,4.006409930689862,Linux/UNIX,16,32,800,0.29087999999999997
1583111042.5282018,c5d.4xlarge,0.2424,5.109146423185236,Linux/UNIX,16,32,800,0.29087999999999997
1583113512.224075,t3a.small,0.0064,0.04759571881240023,Linux/UNIX,2,2,100,0.00768
1583114069.3338218,c5.2xlarge,0.1222,0.789858347550247,Linux/UNIX,8,16,400,0.14664
1583115905.6736681,t3a.small,0.0064,0.03222061373989275,Linux/UNIX,2,2,100,0.00768
1583116383.5068924,c5.2xlarge,0.1222,1.1542982724078183,Linux/UNIX,8,16,400,0.14664
1583116811.4522784,t3a.small,0.0064,0.03016359765353853,Linux/UNIX,2,2,100,0.00768
1583117573.574667,t3a.small,0.0064,0.044444546413000746,Linux/UNIX,2,2,100,0.00768
1583118845.2884984,t3a.small,0.0064,0.02810430356052724,Linux/UNIX,2,2,100,0.00768
1583119449.7233129,t3a.small,0.0064,0.04873316509558789,Linux/UNIX,2,2,100,0.00768
1583122459.6415794,c5.2xlarge,0.1222,0.8249296065651232,Linux/UNIX,8,16,400,0.14664
1583126271.8813348,c5.2xlarge,0.1222,0.8181694219745632,Linux/UNIX,8,16,400,0.14664
1583127030.9892738,t3a.small,0.0064,0.03201740538330148,Linux/UNIX,2,2,100,0.00768
1583128566.1392806,t3a.small,0.0064,0.030171295628133664,Linux/UNIX,2,2,100,0.00768
1583130843.6886463,t3a.small,0.0064,0.02805216843085119,Linux/UNIX,2,2,100,0.00768
1583135040.6785877,t3a.small,0.0064,0.0409104539685282,Linux/UNIX,2,2,100,0.00768
1583135095.0048938,c5d.4xlarge,0.2424,4.099209578832117,Linux/UNIX,16,32,800,0.29087999999999997
1583138127.9704783,t3a.small,0.0064,0.025465950577170507,Linux/UNIX,2,2,100,0.00768
1583139308.5081527,t3a.small,0.0064,0.032002851689755224,Linux/UNIX,2,2,100,0.00768
1583141088.775265,t3a.small,0.0064,0.02680786128751704,Linux/UNIX,2,2,100,0.00768
1583141633.9050486,t3a.small,0.0064,0.036696493633597616,Linux/UNIX,2,2,100,0.00768
1583142188.8057096,t3a.small,0.0064,0.05043810847322488,Linux/UNIX,2,2,100,0.00768
1583142251.3851056,c5.2xlarge,0.1221,0.5786089701227379,Linux/UNIX,8,16,400,0.14651999999999998
1583144087.2729535,t3a.small,0.0064,0.03809414129170791,Linux/UNIX,2,2,100,0.00768
1583144956.694074,t3a.small,0.0065,0.027322645408151033,Linux/UNIX,2,2,100,0.0078
1583146058.9645743,c5.2xlarge,0.1221,0.9501939417611062,Linux/UNIX,8,16,400,0.14651999999999998
1583146976.6748898,c5d.4xlarge,0.2424,4.004613493975736,Linux/UNIX,16,32,800,0.29087999999999997
1583147389.5017872,t3a.small,0.0065,0.0416812968486929,Linux/UNIX,2,2,100,0.0078
1583148192.116715,t3a.small,0.0065,0.0390594394138028,Linux/UNIX,2,2,100,0.0078
1583148547.5120027,c5d.4xlarge,0.2424,4.1336834846828285,Linux/UNIX,16,32,800,0.29087999999999997
1583150001.4398177,c5.2xlarge,0.1221,0.7771327250099835,Linux/UNIX,8,16,400,0.14651999999999998
1583152216.1301656,c5.2xlarge,0.1221,1.0728514917049294,Linux/UNIX,8,16,400,0.14651999999999998
1583154476.342038,t3a.small,0.0065,0.02943218336509269,Linux/UNIX,2,2,100,0.0078
1583155044.306584,t3a.small,0.0065,0.04064770175185402,Linux/UNIX,2,2,100,0.0078
1583156321.9803026,c5.2xlarge,0.1221,0.977692154996999,Linux/UNIX,8,16,400,0.14651999999999998
1583157694.7251945,c5d.4xlarge,0.2424,4.038156861049051,Linux/UNIX,16,32,800,0.29087999999999997
1583163920.5500689,t3a.small,0.0065,0.02488255084549664,Linux/UNIX,2,2,100,0.0078
1583168181.007454,c5.2xlarge,0.1222,1.1237806421001648,Linux/UNIX,8,16,400,0.14664
1583168234.2114675,t3a.small,0.0065,0.023362678138813153,Linux/UNIX,2,2,100,0.0078
1583168648.2972586,c5.2xlarge,0.1222,0.9805549289911984,Linux/UNIX,8,16,400,0.14664
1583174454.4974236,c5.2xlarge,0.1222,0.6837012272873288,Linux/UNIX,8,16,400,0.14664
1583177329.5823019,c5.2xlarge,0.1222,0.6703176743836848,Linux/UNIX,8,16,400,0.14664
1583178260.4046237,t3a.small,0.0065,0.028509602781664183,Linux/UNIX,2,2,100,0.0078
1583180983.7733393,t3a.small,0.0065,0.029297483953427343,Linux/UNIX,2,2,100,0.0078
1583188212.0905607,t3a.small,0.0065,0.022425891172140448,Linux/UNIX,2,2,100,0.0078
1583195272.8909547,c5.2xlarge,0.1223,0.5338613335361211,Linux/UNIX,8,16,400,0.14676
1583195367.986474,c5.2xlarge,0.1223,0.9192778879608767,Linux/UNIX,8,16,400,0.14676
1583202132.6994035,t3a.small,0.0065,0.03479924044916214,Linux/UNIX,2,2,100,0.0078
1583208243.5901208,t3a.small,0.0065,0.0358142379849407,Linux/UNIX,2,2,100,0.0078
1583209279.378912,t3a.small,0.0065,0.021771830101112798,Linux/UNIX,2,2,100,0.0078
1583209488.4132402,c5.2xlarge,0.1223,1.1499597766416978,Linux/UNIX,8,16,400,0.14676
1583212241.4310303,t3a.small,0.0065,0.03456941371470608,Linux/UNIX,2,2,100,0.0078
1583213318.6367977,t3a.small,0.0065,0.020938062243076247,Linux/UNIX,2,2,100,0.0078
1583214155.9088492,t3a.small,0.0065,0.031892375668313655,Linux/UNIX,2,2,100,0.0078
1583215491.7603195,c5.2xlarge,0.1223,0.6059297931717462,Linux/UNIX,8,16,400,0.14676
1583217349.3166585,t3a.small,0.0065,0.04240120979793269,Linux/UNIX,2,2,100,0.0078
1583218987.8819313,t3a.small,0.0065,0.051804599285384834,Linux/UNIX,2,2,100,0.0078
1583224392.5121715,t3a.small,0.0065,0.02184801319430238,Linux/UNIX,2,2,100,0.0078
1583225302.848428,c5.2xlarge,0.1223,1.166162363103746,Linux/UNIX,8,16,400,0.14676
1583225341.1167853,c5.2xlarge,0.1223,0.7782313724341388,Linux/UNIX,8,16,400,0.14676
1583226869.518751,c5.2xlarge,0.1223,1.0808223875300271,Linux/UNIX,8,16,400,0.14676
1583235324.0559738,t3a.small,0.0065,0.036629275148198644,Linux/UNIX,2,2,100,0.0078
1583236532.7553885,t3a.small,0.0065,0.0501861081513688,Linux/UNIX,2,2,100,0.0078
1583237174.3837924,t3a.small,0.0065,0.05096245876952644,Linux/UNIX,2,2,100,0.0078
1583238447.5530975,t3a.small,0.0065,0.027194490045189874,Linux/UNIX,2,2,100,0.0078
1583242108.3171198,t3a.small,0.0065,0.04129906259471517,Linux/UNIX,2,2,100,0.0078
1583242977.2228403,c5.2xlarge,0.1223,0.8590439581618463,Linux/UNIX,8,16,400,0.14676
1583243825.218651,c5.2xlarge,0.1223,1.0140294850629716,Linux/UNIX,8,16,400,0.14676
1583251492.8902402,c5.2xlarge,0.1223,1.0489597356182405,Linux/UNIX,8,16,400,0.14676
1583251978.0495343,c5.2xlarge,0.1223,0.9499814321260087,Linux/UNIX,8,16,400,0.14676
1583253951.4217432,t3a.small,0.0065,0.02855009629782938,Linux/UNIX,2,2,100,0.0078
1583258959.1756911,c5d.4xlarge,0.2424,4.490934582736514,Linux/UNIX,16,32,800,0.29087999999999997
1583264631.310224,c5d.4xlarge,0.2424,4.404630068294749,Linux/UNIX,16,32,800,0.29087999999999997
1583268474.810036,t3a.small,0.0065,0.040042067945644466,Linux/UNIX,2,2,100,0.0078
1583271439.6315837,t3a.small,0.0065,0.03129182911230004,Linux/UNIX,2,2,100,0.0078
1583273724.0900655,c5.2xlarge,0.1223,1.0257755703962286,Linux/UNIX,8,16,400,0.14676
1583277070.4333863,t3a.small,0.0065,0.03338089025953301,Linux/UNIX,2,2,100,0.0078
1583278191.8772957,t3a.small,0.0065,0.02699013599789868,Linux/UNIX,2,2,100,0.0078
1583278577.891389,t3a.small,0.0065,0.03748547531274692,Linux/UNIX,2,2,100,0.0078
1583280122.1931007,t3a.small,0.0065,0.030974018501649048,Linux/UNIX,2,2,100,0.0078
1583281293.881626,t3a.small,0.0065,0.03216537565545481,Linux/UNIX,2,2,100,0.0078
1583283790.646942,t3a.small,0.0065,0.03830587717632967,Linux/UNIX,2,2,100,0.0078
1583284213.5669982,t3a.small,0.0065,0.02402716299112266,Linux/UNIX,2,2,100,0.0078
1583285683.5181122,t3a.small,0.0065,0.03035827175803997,Linux/UNIX,2,2,100,0.0078
1583287981.9324021,t3a.small,0.0065,0.030701023076862267,Linux/UNIX,2,2,100,0.0078
1583288457.7893198,t3a.small,0.0065,0.032299252945938384,Linux/UNIX,2,2,100,0.0078
1583291388.6350553,t3a.small,0.0065,0.03445179867167754,Linux/UNIX,2,2,100,0.0078
1583292076.7662992,t3a.small,0.0065,0.03051338373857059,Linux/UNIX,2,2,100,0.0078
1583292109.4829698,c5d.4xlarge,0.2424,4.670458777268547,Linux/UNIX,16,32,800,0.29087999999999997
1583293271.1486459,c5d.4xlarge,0.2424,4.093882709804034,Linux/UNIX,16,32,800,0.29087999999999997
1583294115.1084855,c5d.4xlarge,0.2424,4.104593894469804,Linux/UNIX,16,32,800,0.29087999999999997
1583294175.779629,t3a.small,0.0065,0.02558522380273935,Linux/UNIX,2,2,100,0.0078
1583295110.298707,t3a.small,0.0065,0.04493696238447356,Linux/UNIX,2,2,100,0.0078
1583300664.223897,c5d.4xlarge,0.2424,4.156843370520301,Linux/UNIX,16,32,800,0.29087999999999997
1583303566.1934025,t3a.small,0.0065,0.047332906652738795,Linux/UNIX,2,2,100,0.0078
1583303979.377878,c5d.4xlarge,0.2424,4.020965737588204,Linux/UNIX,16,32,800,0.29087999999999997
1583306236.3263445,t3a.small,0.0065,0.034483746671454894,Linux/UNIX,2,2,100,0.0078
1583307307.4103863,t3a.small,0.0065,0.030382160361821463,Linux/UNIX,2,2,100,0.0078
1583307779.9874547,t3a.small,0.0065,0.04545482115137925,Linux/UNIX,2,2,100,0.0078
1583308237.6659992,t3a.small,0.0065,0.02431288382171106,Linux/UNIX,2,2,100,0.0078
1583312322.4314096,t3a.small,0.0065,0.035802753482869244,Linux/UNIX,2,2,100,0.0078
1583314994.8593574,t3a.small,0.0065,0.047204291977565455,Linux/UNIX,2,2,100,0.0078
1583318173.8166099,t3a.small,0.0065,0.036557979251801105,Linux/UNIX,2,2,100,0.0078
1583323493.1600473,t3a.small,0.0065,0.026242311077072655,Linux/UNIX,2,2,100,0.0078
1583325360.3814583,c5d.4xlarge,0.2424,4.044480230064612,Linux/UNIX,16,32,800,0.29087999999999997
1583325694.726374,t3a.small,0.0065,0.030556707442212096,Linux/UNIX,2,2,100,0.0078
1583325800.1919792,t3a.small,0.0065,0.04076953224132845,Linux/UNIX,2,2,100,0.0078
1583328223.94709,t3a.small,0.0065,0.02810005490661657,Linux/UNIX,2,2,100,0.0078
1583328687.1636035,t3a.small,0.0065,0.029532658197203732,Linux/UNIX,2,2,100,0.0078
1583332757.0422053,t3a.small,0.0065,0.022678812795883418,Linux/UNIX,2,2,100,0.0078
1583336047.965568,t3a.small,0.0065,0.04054029552699926,Linux/UNIX,2,2,100,0.0078
1583338430.277736,t3a.small,0.0065,0.036724951056134346,Linux/UNIX,2,2,100,0.0078
1583344052.3368835,t3a.small,0.0065,0.03668756233325035,Linux/UNIX,2,2,100,0.0078
1583344466.51754,t3a.small,0.0065,0.024974469525239632,Linux/UNIX,2,2,100,0.0078
1583349168.6712139,t3a.small,0.0065,0.03824285885825758,Linux/UNIX,2,2,100,0.0078
1583370192.7148125,c5.2xlarge,0.1222,0.7135052993937717,Linux/UNIX,8,16,400,0.14664
1583370404.8055248,c5.2xlarge,0.1222,0.6835320298564883,Linux/UNIX,8,16,400,0.14664
1583371248.4583652,t3a.small,0.0065,0.05205564918166943,Linux/UNIX,2,2,100,0.0078
1583373167.531479,c5.2xlarge,0.1222,1.1349720504556928,Linux/UNIX,8,16,400,0.14664
1583374379.7432852,c5.2xlarge,0.1222,1.0767185390260274,Linux/UNIX,8,16,400,0.14664
1583376121.626018,t3a.small,0.0065,0.037414428579757665,Linux/UNIX,2,2,100,0.0078
1583383938.2163553,c5.2xlarge,0.1222,1.0947886505443227,Linux/UNIX,8,16,400,0.14664
1583384884.2822506,t3a.small,0.0065,0.031140941755367545,Linux/UNIX,2,2,100,0.0078
1583385590.83682,c5.2xlarge,0.1222,1.0654290520295393,Linux/UNIX,8,16,400,0.14664
1583386789.092694,c5d.4xlarge,0.2424,4.2564148176258385,Linux/UNIX,16,32,800,0.29087999999999997
1583387896.8116453,t3a.small,0.0065,0.024241943713801086,Linux/UNIX,2,2,100,0.0078
1583391302.622144,t3a.small,0.0065,0.039760637177484626,Linux/UNIX,2,2,100,0.0078
1583391775.0177639,t3a.small,0.0065,0.027262695870005498,Linux/UNIX,2,2,100,0.0078
1583392322.7526708,t3a.small,0.0065,0.03640918719508012,Linux/UNIX,2,2,100,0.0078
1583396535.6752672,t3a.small,0.0065,0.031743129654116006,Linux/UNIX,2,2,100,0.0078
1583399506.9103973,t3a.small,0.0065,0.02750288088880621,Linux/UNIX,2,2,100,0.0078
1583400436.3968778,c5d.4xlarge,0.2424,4.044387513027945,Linux/UNIX,16,32,800,0.29087999999999997
1583406476.1030009,t3a.small,0.0065,0.04484666628441019,Linux/UNIX,2,2,100,0.0078
1583407715.4268079,c5d.4xlarge,0.2424,4.077672109003799,Linux/UNIX,16,32,800,0.29087999999999997
1583409258.792045,c5.2xlarge,0.1222,0.6359114127467438,Linux/UNIX,8,16,400,0.14664
1583410697.5807953,t3a.small,0.0065,0.029360706960371605,Linux/UNIX,2,2,100,0.0078
1583415828.1636443,t3a.small,0.0065,0.0335694915690257,Linux/UNIX,2,2,100,0.0078
1583417929.9232745,t3a.small,0.0065,0.035161406872888164,Linux/UNIX,2,2,100,0.0078
1583418323.4157481,c5d.4xlarge,0.2424,4.250685670524685,Linux/UNIX,16,32,800,0.29087999999999997
1583430655.0560997,t3a.small,0.0066,0.023861801462855596,Linux/UNIX,2,2,100,0.00792
1583432063.9523182,c5.2xlarge,0.1223,0.9155247272033064,Linux/UNIX,8,16,400,0.14676
1583435052.4510064,c5.2xlarge,0.1223,1.127802002948086,Linux/UNIX,8,16,400,0.14676
1583435441.5387623,t3a.small,0.0066,0.03010337166575674,Linux/UNIX,2,2,100,0.00792
1583440563.9541326,t3a.small,0.0066,0.051375714757580945,Linux/UNIX,2,2,100,0.00792
1583445976.184361,t3a.small,0.0066,0.048077587835354665,Linux/UNIX,2,2,100,0.00792
1583449312.246471,c5.2xlarge,0.1224,0.929964803447422,Linux/UNIX,8,16,400,0.14687999999999998
1583452830.4216204,t3a.small,0.0066,0.03763897630297788,Linux/UNIX,2,2,100,0.00792
1583453312.566845,t3a.small,0.0066,0.04678456777791048,Linux/UNIX,2,2,100,0.00792
1583458994.3232284,c5.2xlarge,0.1225,0.5300766784372024,Linux/UNIX,8,16,400,0.147
1583461310.2676442,t3a.small,0.0066,0.043175893494161954,Linux/UNIX,2,2,100,0.00792
1583462686.7691853,c5d.4xlarge,0.2424,4.123771137814627,Linux/UNIX,16,32,800,0.29087999999999997
1583463440.3794613,c5.2xlarge,0.1225,1.1573118849747215,Linux/UNIX,8,16,400,0.147
1583463614.1032739,t3a.small,0.0066,0.04378869372753707,Linux/UNIX,2,2,100,0.00792
1583463713.1609912,t3a.small,0.0066,0.021213085042808926,Linux/UNIX,2,2,100,0.00792
1583464219.0474033,c5.2xlarge,0.1225,0.9529323839747491,Linux/UNIX,8,16,400,0.147
1583465406.9754899,t3a.small,0.0066,0.036851551566719265,Linux/UNIX,2,2,100,0.00792
1583465753.5074952,t3a.small,0.0066,0.04841374479907351,Linux/UNIX,2,2,100,0.00792
1583466036.4203238,t3a.small,0.0066,0.04784310945039473,Linux/UNIX,2,2,100,0.00792
1583466642.4938605,t3a.small,0.0066,0.025423828233067214,Linux/UNIX,2,2,100,0.00792
1583466878.1566012,t3a.small,0.0066,0.025850183285996406,Linux/UNIX,2,2,100,0.00792
1583469574.9314387,c5.2xlarge,0.1225,0.76133968653873,Linux/UNIX,8,16,400,0.147
1583470134.1457233,c5.2xlarge,0.1225,0.6569205794095084,Linux/UNIX,8,16,400,0.147
1583470901.020123,c5.2xlarge,0.1225,1.0880283598212803,Linux/UNIX,8,16,400,0.147
1583473811.6989963,c5.2xlarge,0.1225,0.6706176832728242,Linux/UNIX,8,16,400,0.147
1583475018.6025817,t3a.small,0.0066,0.03456079427739475,Linux/UNIX,2,2,100,0.00792
1583479303.4893942,c5d.4xlarge,0.2424,4.351681942811001,Linux/UNIX,16,32,800,0.29087999999999997
1583481523.4331968,t3a.small,0.0065,0.021161352890043904,Linux/UNIX,2,2,100,0.0078
1583481699.1372736,t3a.small,0.0065,0.04640192423785081,Linux/UNIX,2,2,100,0.0078
1583485505.0336583,c5.2xlarge,0.1224,0.8224486679373748,Linux/UNIX,8,16,400,0.14687999999999998
1583487110.976649,c5.2xlarge,0.1224,0.8536402741451575,Linux/UNIX,8,16,400,0.14687999999999998
1583488267.8144488,c5.2xlarge,0.1224,0.504887716336817,Linux/UNIX,8,16,400,0.14687999999999998
1583488497.509441,c5d.4xlarge,0.2424,4.19467282658637,Linux/UNIX,16,32,800,0.29087999999999997
1583491236.7733762,t3a.small,0.0065,0.049910719843140744,Linux/UNIX,2,2,100,0.0078
1583494789.084646,t3a.small,0.0065,0.02643362976831562,Linux/UNIX,2,2,100,0.0078
1583496087.2289228,c5.2xlarge,0.1225,0.5648931004368438,Linux/UNIX,8,16,400,0.147
1583499047.1993978,t3a.small,0.0065,0.031651028360622106,Linux/UNIX,2,2,100,0.0078
1583501147.7657418,c5.2xlarge,0.1225,1.07071955101449,Linux/UNIX,8,16,400,0.147
1583504168.523578,t3a.small,0.0065,0.023908264809307477,Linux/UNIX,2,2,100,0.0078
1583507615.708043,c5.2xlarge,0.1225,0.750652255020679,Linux/UNIX,8,16,400,0.147
1583507821.6250057,t3a.small,0.0065,0.04578905654622406,Linux/UNIX,2,2,100,0.0078
1583508404.8705287,t3a.small,0.0065,0.04493379252973284,Linux/UNIX,2,2,100,0.0078
1583511103.503265,t3a.small,0.0065,0.028862475804203813,Linux/UNIX,2,2,100,0.0078
1583511845.9185476,t3a.small,0.0065,0.03351187765847858,Linux/UNIX,2,2,100,0.0078
1583516387.883441,t3a.small,0.0065,0.023975385041166048,Linux/UNIX,2,2,100,0.0078
1583519287.2063255,c5d.4xlarge,0.2424,4.275350779079299,Linux/UNIX,16,32,800,0.29087999999999997
1583519753.368337,c5.2xlarge,0.1225,1.2185828990646976,Linux/UNIX,8,16,400,0.147
1583521538.1136827,t3a.small,0.0065,0.0385398873805028,Linux/UNIX,2,2,100,0.0078
1583522595.1217675,t3a.small,0.0065,0.029447587119363395,Linux/UNIX,2,2,100,0.0078
1583523509.456667,t3a.small,0.0065,0.024340204119829102,Linux/UNIX,2,2,100,0.0078
1583525166.1572728,t3a.small,0.0065,0.03517865247449882,Linux/UNIX,2,2,100,0.0078
1583526171.6724944,t3a.small,0.0065,0.04976117064961605,Linux/UNIX,2,2,100,0.0078
1583527404.703606,t3a.small,0.0065,0.026272748211119957,Linux/UNIX,2,2,100,0.0078
1583537623.367812,t3a.small,0.0065,0.0479972369910042,Linux/UNIX,2,2,100,0.0078
1583539771.5572567,t3a.small,0.0065,0.026251250175386563,Linux/UNIX,2,2,100,0.0078
1583545962.530246,t3a.small,0.0065,0.04251450279530781,Linux/UNIX,2,2,100,0.0078
1583547973.3760097,t3a.small,0.0065,0.047556244004626644,Linux/UNIX,2,2,100,0.0078
1583548425.161407,t3a.small,0.0065,0.03475659035877194,Linux/UNIX,2,2,100,0.0078
1583549282.507057,t3a.small,0.0065,0.027316383283082543,Linux/UNIX,2,2,100,0.0078
